pay_category_name,category,sub_category
Night Shift (5pm- 12am),Penalty rate,Penalty rate
Casual - Cook after 7pm,Base rate,Base rate
Casual - Consecutive Shiftwork - Weekday - 2019-23,Base rate,Base rate
EN Night Level 3 (C),Penalty rate,Evening/Night
Casual Night Hours - P2,Penalty rate,Evening/Night
Overtime SP,Penalty rate,Penalty rate
SCHADS - PT - SW - Disability services or Home care - M-Sat Daily OT - First 2 hours,Penalty rate,Saturday
FOH Level 6 Sat ($30.00),Penalty rate,Saturday
EBA Leave Loading 50%,Leave,Leave
IP Casual - Overtime x 75%,Penalty rate,Penalty rate
-- Hospitality - HD L4 Ord x1.853,Penalty rate,Penalty rate
Dog Food allowance (PPC),Allowances,Allowances
Laser User Allowance - AG2022/396,Allowances,Allowances
Pay Parental Leave,Leave,Leave
Casual Overtime @ 175%,Penalty rate,Penalty rate
2022 DDSO 1 - P/H,Penalty rate,Public Holiday
Security - Saturday Rate,Penalty rate,Saturday
Overtime 1.5 NH,Penalty rate,Penalty rate
Casual - OTx1.5,Penalty rate,Penalty rate
Mining Salary Uplift,Penalty rate,Penalty rate
Social Community Activities  RM Public Holiday,Penalty rate,Public Holiday
Permanent - Public holiday not worked (Manu),Leave,Leave
NSW (AU) - Contact Centre Outbound - 04072022 (Overtime),Penalty rate,Penalty rate
Reimbursement - Mileage,Others,Reimbursement
XY - Swim Teacher - Part Time,Base rate,Base rate
LAEL OVERTIME 1.5,Penalty rate,Penalty rate
Casual - FL Morning,Base rate,Base rate
Sporting Schools - Lead Coach,Leave,Leave
SSWA - PT - 1-July-2022 - PH Weekly,Penalty rate,Public Holiday
Training Weekdays,Base rate,Base rate
Casual ordinary,Base rate,Base rate
Casual - No Break Public Holiday,Penalty rate,Public Holiday
KM allowance up to ATO Limit,Allowances,Allowances
Midnight - 6am,Penalty rate,Evening/Night
Call Out - Weekday,Base rate,Base rate
PharmacyA - FT - 1-July-2019 - M-Sat Daily OT - First 2 hours,Penalty rate,Saturday
Casual - Afternoon Shift - Maintenance fitter - 4551,Base rate,Base rate
D - SA - CAS rate - 16 yrs old  - Saturday rate,Penalty rate,Saturday
In Term Extra 1.5 hrs pw,Penalty rate,Penalty rate
Prison Medical Night (Public Holiday) Tue-Wed,Penalty rate,Public Holiday
After Tax Allowance,Allowances,Allowances
-- Fitness - Ord x2.5,Penalty rate,Penalty rate
Allowances - Non Specific,Allowances,Allowances
"20568 ROTOR RAIN 1/2""NPT PUR",Penalty rate,Penalty rate
Casual - Less than 10 hr break - AG2016/64,Base rate,Base rate
[Semenoff] Sous Chef,Base rate,Base rate
Casual Saturday - 100% loading,Penalty rate,Saturday
Casual Productive Hours,Base rate,Base rate
Wages - L3 Reception G2,Base rate,Base rate
Permanent Supervisor OT After 2 Hrs,Penalty rate,Penalty rate
ANMF - Uniform Allowance,Allowances,Allowances
Night Shift - Casual,Penalty rate,Evening/Night
Multi-storey allowance - 16th to 30th floor,Allowances,Allowances
Annual Leave Taken (Admin),Leave,Leave
Permanent Ordinary Hours - SCHADS,Base rate,Base rate
Not to be used,Penalty rate,Penalty rate
Overtime (Hours),Penalty rate,Penalty rate
Saturday - Cooking Apprentice 2nd Year Adult,Penalty rate,Saturday
Wages - L2 Drive-In,Base rate,Base rate
Line Training Pilot Allowance,Allowances,Allowances
SA (AU) - Cover Review Specialist - Bupa - 06062023 (Overtime),Penalty rate,Penalty rate
G4 CO CS - MID M-F,Base rate,Base rate
Casual - Saturday/Funeral - carrying out a funeral - more than 3 hours worked - first 3 hours,Penalty rate,Saturday
Manor Green School,Leave,Leave
Adult - Casual - Sunday - Level 7,Penalty rate,Sunday
Hours - Monday - Friday,Base rate,Base rate
Public Holiday - L2 Cook (19 Yrs),Penalty rate,Public Holiday
SW- Level 1,Base rate,Base rate
Phone Allowance - PAYG Exempt,Allowances,Allowances
Non-Reportable Fringe Benefit,Allowances,Allowances
WA - Public Holiday (General Customer Service),Penalty rate,Public Holiday
Casual - PH Worked 2.75,Penalty rate,Public Holiday
Back Pay Ordinary Hours (Opening Balance),Others,Backpay
Permanent Double time and Half x 2.5,Penalty rate,Penalty rate
Call Out Sunday,Penalty rate,Sunday
RSA Reimbursement,Others,Reimbursement
Weekend Sunday - Casual,Penalty rate,Sunday
ZZZ Time in lieu taken,Base rate,Base rate
Contracted,Base rate,Base rate
Casual - Christmas Day - AG2022/784,Base rate,Base rate
Tutor Contact Hour,Base rate,Base rate
Nurses Permanent - Less than 8 hours between shifts (FT/PT),Base rate,Base rate
Casual Ordinary Hours (Minesite - Trades - Nightshift),Penalty rate,Evening/Night
Permanent - Less than 10 hour break between shifts [MA000074],Base rate,Base rate
Study Leave......,Leave,Leave
Saturday without super,Penalty rate,Saturday
Work Related Leave Taken,Leave,Leave
BONUS 2021,Bonuses,Bonus
Public Holiday - L2 Cleaner,Penalty rate,Public Holiday
Recipient - Ordinary,Base rate,Base rate
Level 2 MA - Sat,Penalty rate,Saturday
Casual - Overtime (75% Loading),Penalty rate,Penalty rate
KM Reimbursement (Past ATO Limit),Others,Reimbursement
Support Work Type 3 - Saturday,Penalty rate,Saturday
Leave Loading (Normal Termination) (CPSA),Leave,Leave
NSW (AU) - Super Retail Group Contact Centre Outbound - Super Retail Group - 18072022 (Overtime),Penalty rate,Penalty rate
Vehicle Allowance - S/S,Allowances,Allowances
Wages Audit,Base rate,Base rate
Training Meeting L2,Base rate,Base rate
Casual - Level 1.1,Base rate,Base rate
Casual Ordinary Hours Mulcher,Base rate,Base rate
PV TOIL Taken,Leave,Leave
Sunday Double Time,Penalty rate,Sunday
Permanent - No Meal Break Public Holiday - Home Care,Penalty rate,Public Holiday
Level 1 - CAS1.3 Saturday,Penalty rate,Saturday
Pro-Rata Salary (Part Time),Base rate,Base rate
Fares and Travel Allowance - Apprentice stage 1 (projects over $50m) - AG2022/396,Allowances,Allowances
C - Ordinary Hours 50%,Base rate,Base rate
HEA - Casual Ordinary Hours,Base rate,Base rate
Profit Share + SG,Bonuses,Bonus
PVTA - (Not Automated) - Vehicle Allowance (Up To ATO Limit),Allowances,Allowances
Training Role,Base rate,Base rate
Phone Allowance - Non Pastoral,Allowances,Allowances
Casual - Shiftwork - After 4 weeks - 2019-23,Base rate,Base rate
annual leave loading,Leave,Leave
Trip - SPB (Volvo) (Sun/PH),Base rate,Base rate
PT - OT - Mon-Sat - First 2 Hours,Penalty rate,Saturday
Permanent - Public Holiday (Option B) - Loaded rate,Penalty rate,Public Holiday
AAS Casual Staff Online SU1 NSW,Base rate,Base rate
Exam / Study Leave,Leave,Leave
UCSL Contracting - ARC,Base rate,Base rate
Prison Medical Night (Fri-Sat),Penalty rate,Evening/Night
ONCALL B (Sat),Penalty rate,Penalty rate
L06 ETP Leave Earning,Others,Severance
Casual - Sunday ordinary (AIN2021EBA),Penalty rate,Sunday
Casual Overtime 2,Penalty rate,Penalty rate
Salary OT X 2,Penalty rate,Penalty rate
GRIA - CAS - 1-March-2020 - Late trading (>9pm) - M-Sat Daily OT - After 3 hours,Penalty rate,Saturday
22 JPM2 Chef Mon am,Base rate,Base rate
Training/Maintenance,Base rate,Base rate
Nurses Award - Casual Public Holiday,Penalty rate,Public Holiday
Workers Comp - not work,Penalty rate,Penalty rate
PharmacyA - PT - 1-July-2022 - M-Sat Daily OT - After 2 Hours,Penalty rate,Saturday
CAS 1.1 Public Holiday,Penalty rate,Public Holiday
Casual - Overtime (2.0),Penalty rate,Penalty rate
Permanent Product Ordinary Hours,Base rate,Base rate
Permanent - Sunday - Shop Assistant,Penalty rate,Sunday
Saturday perm part time,Penalty rate,Saturday
GF Trainee off site,Base rate,Base rate
Casual - Overtime Saturday (First 3 Hours)x1.4,Penalty rate,Penalty rate
Healthy Leave,Leave,Leave
"LEAVES CANS , CUT CANS AND BUNCH TRIMING 1 INCH",Leave,Leave
8. Public Holiday Casual (incl penalty),Penalty rate,Penalty rate
PharmacyA - PT - 1-July-2021 - PH,Base rate,Base rate
Casual - Public Holiday - Worked,Penalty rate,Public Holiday
Laura Ordinary Hours,Base rate,Base rate
Workcover (Paid by Workcover),Others,WorkCover
Intern Allowance - Dv2,Allowances,Allowances
Afternoon 2.3 (PT),Base rate,Base rate
Fares Allowance (own transport),Allowances,Allowances
Wages Dispute Settlement,Base rate,Base rate
Tool Allowance - x 1.5,Allowances,Allowances
MTE Long Service Leave Taken,Leave,Leave
Afternoon Shift Overtime (EA),Penalty rate,Penalty rate
Allowance - Vehicle Use (per rostered day),Allowances,Allowances
HSW- Public Holiday (Includes Casual Loading),Penalty rate,Public Holiday
alison salary,Base rate,Base rate
PharmacyA - PT - 1-July-2022 - M-F Morning Work,Base rate,Base rate
Paramedic - Public Holiday (Casual),Penalty rate,Public Holiday
Pay Adjustment insufficient notice period.,Penalty rate,Penalty rate
NWP Ecmo Overnight Support,Penalty rate,Evening/Night
Casual 15 Yrs Sunday,Penalty rate,Sunday
Backpay Mileage,Allowances,Travel
WIA - (Not Automated) - Meal Allowance,Allowances,Allowances
M/V cents per km,Allowances,Allowances
21 Travel time Barista,Allowances,Travel
Major Incident Policy - Public Holiday,Penalty rate,Public Holiday
Holiday @,Penalty rate,Public Holiday
DO NOT USE - Smeaton Pulse Mill Worker 116 - Ordinary Hours,Unclassified,Unclassified
Casual Shift Loading 20%,Base rate,Base rate
Smokeball Paid Parental Leave Taken,Leave,Leave
Tuan - Overtime (2x) DO NOT USE,Unclassified,Unclassified
Casual - Monday-Friday First 2 Hours Overtime,Penalty rate,Penalty rate
Paid Parental Leave FY 22-23,Leave,Leave
OSPL Allowance,Allowances,Allowances
1 VIC SF Casual Over Time 3,Penalty rate,Penalty rate
Annual Salary*,Base rate,Base rate
Casual - PH Worked (3.125x) - OT,Penalty rate,Penalty rate
RN oncall allowance - Sunday/PHOL/RDO,Allowances,Allowances
Study Leave - Training (AG2021/4936),Leave,Leave
Permanent Higher Duties - Afternoon shift (RTD),Allowances,Allowances
Equip Ordinary Additional Hours,Penalty rate,Penalty rate
TB Broadcast Operators Certificate of Proficiency allowance 34.2(b),Allowances,Allowances
Casual Weekend Rate @ 75% of Base Rate,Penalty rate,Weekend
Overtime Hours < 3hrs x1.5,Penalty rate,Penalty rate
Permanent - Sunday - 24 hour care - AG2021/6148,Penalty rate,Sunday
B&C Permanent - Broken Shift x 1.5,Penalty rate,Penalty rate
Speciality Rate,Bonuses,Bonus
Library allowances,Allowances,Allowances
Training Delivery,Base rate,Base rate
SCHADS - FT - Family Day Care - 1-July-2021 - PH Delayed Meal Break,Penalty rate,Penalty rate
Tutoring Ind (Sat) - 30 Minute Class,Base rate,Base rate
SIL Casual - No Meal Break Overtime 2x,Penalty rate,Penalty rate
On Call Allowance (Time),Allowances,Allowances
Overtime Mon-Sat (1st 3hrs),Penalty rate,Penalty rate
Production Tradesperson Adult Level 4 (Excelling Staff) - Overtime,Penalty rate,Penalty rate
Permanent - Monday to Friday,Base rate,Base rate
Ordinary (Casual 18 yrs - Level 1),Base rate,Base rate
VIC (AU) - General Customer Service - 04072022 (Overtime),Penalty rate,Penalty rate
Casual $35,Base rate,Base rate
Penalty Rate - Between 12am and 7am,Penalty rate,Penalty rate
Bonus Superable,Bonuses,Bonus
RN Sunday 2.3 (C),Penalty rate,Sunday
Sat/Sun Pharmacist CAS,Penalty rate,Sunday
2 VIC Driver Grade 6 OT3 Casual,Penalty rate,Penalty rate
Redundancy x,Others,Severance
bonus AE,Bonuses,Bonus
Sunday - Arm,Penalty rate,Sunday
Permanent Ordinary Hours (Charity),Base rate,Base rate
PVTA - FT - NTDO - 1-November-2020 - Sun Minimum Shift Engagement,Penalty rate,Sunday
Fares allowance - per day,Allowances,Allowances
Permanent - Public Holiday Worked AEA,Penalty rate,Public Holiday
Casual Leading Hand @ FT Rate,Allowances,Allowances
PVTA - FT - NTDO - 1-November-2020 - Sat,Penalty rate,Saturday
Permanent - Saturday overtime,Penalty rate,Penalty rate
Leave Cash Out FIXED,Leave,Leave
Brayco (B) - Double Time,Penalty rate,Penalty rate
Permanent Ord (First year)O/T M-F,Penalty rate,Penalty rate
Leading Hand Daily Overtime,Penalty rate,Penalty rate
Broken Shift Allowance (2 Breaks),Allowances,Allowances
ACA - CAS - SW - Afternoon Shift - 10am-1pm,Base rate,Base rate
Overtime - Saturday after Good Friday - shiftwork - B&C,Penalty rate,Penalty rate
OT 1.5 Times,Penalty rate,Penalty rate
Level 4 Day,Base rate,Base rate
Severance pay #,Others,Severance
Casual Ordinary Hours - Cellar Door,Base rate,Base rate
2021 Welfare L3P1 M-F,Base rate,Base rate
Casual Ordinary 17yrs,Base rate,Base rate
Casual - Mon-Fri - Before 7am/After 7pm (x1.2) CCCA,Base rate,Base rate
SCHADS - CAS - Home care - 1-July-2019 - Sun Before 6am,Penalty rate,Sunday
Casual  Ordinary hrs Saturday x1.5,Penalty rate,Saturday
PT/FT Level 4A PH,Base rate,Base rate
GRIA - FT - Early - 1-February-2021 - M-F 6pm-9pm,Penalty rate,Penalty rate
PT Sat Housekeeping,Penalty rate,Saturday
Aged care retention bonus - tier 1,Bonuses,Bonus
Casual - Public Holiday 1 Client - Laura,Penalty rate,Public Holiday
Boarding School Allowance -1st Child $4k,Allowances,Allowances
Tool Allowance - Painter,Allowances,Allowances
Ciara - Sat - Casual $25.08,Penalty rate,Saturday
2022 Disability PPT L3P1 M-F,Base rate,Base rate
-- Fitness - HD L3 Ord x1.105,Penalty rate,Penalty rate
2022 Disability PPT L3P1 A/Allow,Base rate,Base rate
Weekend 1.25,Penalty rate,Weekend
PPL - Paid Parental Leave,Leave,Leave
Traineeships,Base rate,Base rate
Afternoon Shift (AW),Base rate,Base rate
-- Pharmacy - Ord x2.25,Penalty rate,Penalty rate
Partner,Leave,Leave
*MR GROUNDS CASUAL,Base rate,Base rate
Base Salary - Alumni,Base rate,Base rate
Logistics Night,Penalty rate,Evening/Night
GRIA - PT - 1-July-2022 - Late Trading (>9pm) - Sun Minimum Shift Engagement,Penalty rate,Sunday
Permanent HDA Hours,Base rate,Base rate
CAT 2 - EXP - SUNDAY,Penalty rate,Sunday
Overtime - Flexible Rate per unit,Penalty rate,Penalty rate
Leave Loading No SGC,Leave,Leave
Industrial LYB x 1.5,Penalty rate,Penalty rate
AERA - CAS - Non Exhibition - 20-November-2020 - M-Sun Daily OT - First 3 Hours,Penalty rate,Sunday
In Charge of Plant Allowance,Allowances,Allowances
Overtime - at base rate,Penalty rate,Penalty rate
Casual - Overtime Public Holiday (Hospitality Award rate),Penalty rate,Penalty rate
Pandemic Pandemic Leave Disaster Payment,Leave,Leave
Senior Coach,Base rate,Base rate
Public Holiday Shift Loading 150%,Penalty rate,Public Holiday
BONUS OVERTIME,Penalty rate,Penalty rate
Permanent - Insufficient notice of change of shiftwork roster [MA000048],Penalty rate,Penalty rate
Delayed Crib Allowance,Allowances,Allowances
One Off Car Allowance,Allowances,Allowances
Worker Comp Excess Payout,Penalty rate,Penalty rate
EBA Allowance Communication,Allowances,Allowances
Bus Driver - Casual - Saturday,Penalty rate,Saturday
JobKeeper Pay,Others,JobKeeper/Job Maker
Fitter multi-task Allowance - Pooraka - AG2022/4551,Allowances,Allowances
17.5% Loading,Base rate,Base rate
HD Other Rate,Penalty rate,Penalty rate
Senior Cook,Base rate,Base rate
Permanet - Public holiday not worked,Leave,Leave
The Emmbrook School,Leave,Leave
RDO Taken [MA000043],Leave,Leave
Single/Twin Axle Allowance,Allowances,Allowances
ECS - Casual - 20 yo - P/Hol  (Over 6 Months),Penalty rate,Penalty rate
Admin Sun,Base rate,Base rate
Potato Leave taken,Leave,Leave
Storage Services and Wholesale Award Overtime x 2.0 rate,Penalty rate,Penalty rate
WA (AU) - Super Retail Group Contact Centre Outbound - Super Retail Group - 18072022 (Overtime),Penalty rate,Penalty rate
KM Travelled,Allowances,Travel
Compassionate Leave taken,Leave,Leave
Permanent Double Time,Penalty rate,Penalty rate
-- Food n Bev - OT x1.25,Penalty rate,Penalty rate
Hourly Pay - ST JOHNS MUSEUM,Base rate,Base rate
C1-PPT-CW1-LAB-OT-200%,Penalty rate,Penalty rate
OT x 3,Penalty rate,Penalty rate
School Assistant- Level 4,Leave,Leave
Samuel - Weekends,Penalty rate,Weekend
Traineeship study hours,Leave,Leave
Commission exclude super,Bonuses,Commission
FFA Under 16yo Part time Level 1,Base rate,Base rate
ETP - Settlement Payment,Others,Severance
CAS PubHday Level 3 - (kitchen attendant),Base rate,Base rate
PP Casual OT x2.0,Penalty rate,Penalty rate
Clothing - PT,Penalty rate,Penalty rate
Casual Night Span Security officer level 5,Penalty rate,Evening/Night
Casual Afternoon 12.5% loading,Base rate,Base rate
Vehicle allowance (N-T),Allowances,Allowances
Senior Tech Allowance,Allowances,Allowances
Perm L1/G1 Sunday,Penalty rate,Sunday
Super Retail Group - Khoi test - VIC (AU) (Overtime),Penalty rate,Penalty rate
HPSSA - CAS - Others - 1-July-2019 - M-F Weekly OT - After 2 hours,Penalty rate,Penalty rate
Afternoon/Night Shift > 8 Hrs Clearing,Penalty rate,Evening/Night
Admin assistance,Base rate,Base rate
Wet Weather Allowance ($5),Allowances,Allowances
Support Worker Casual HCE L4.1-SUN,Base rate,Base rate
Travel Time Mon - Sat,Penalty rate,Saturday
Saturday Level 1 Casual Rate,Penalty rate,Saturday
Casual Ordinary Rate (incl loading),Base rate,Base rate
Ex Gratia - PAYE / NI Exempt,Bonuses,Bonus
-- L Pigott Base Rate Modifier,Penalty rate,Penalty rate
Leave Loading - Post 93,Leave,Leave
AUTOMATED PENALTY RATES,Penalty rate,Penalty rate
CF Weekend After Hours Telephone Arrangement,Penalty rate,Weekend
Beachwood sleepover Weekdays,Penalty rate,Penalty rate
First Aid officer allowance,Allowances,Allowances
Asbestos Allowance J2202 Brunswick St $3.18,Allowances,Allowances
Adult - Casual - PH - Level 6,Penalty rate,Public Holiday
Annual Leave Loading Back Pay,Leave,Leave
ZZ: Casual Allowance - Distant work payment,Allowances,Allowances
Km Reimbursement < 5000k & ATO rate,Others,Reimbursement
Bonus (Others),Penalty rate,Penalty rate
GRIA - PT - 1-July-2020 - Late Trading (>9pm) - PH,Penalty rate,Evening/Night
LAUTEC Paid Parental leave taken,Leave,Leave
A-Casual 17Y-Ordinary,Base rate,Base rate
VIC - Casual Loading (Workers Compensation (exempt from Super) - Weployee payment),Others,WorkCover
Fair Work Commission Settlement,Bonuses,Commission
GRIA - CAS - post-2017 - Late trading (>9pm) - M-F Minimum shift engagement,Penalty rate,Evening/Night
Night Saturday - First 4 hrs,Penalty rate,Saturday
CPA - CAS - 1-July-2021 - M-Sat After 7pm - First 2 Hours,Penalty rate,Saturday
Saturday (1.5x),Penalty rate,Saturday
Ordinay - Week days Overtime,Penalty rate,Penalty rate
Permanent Recruitment Ordinary Hours,Base rate,Base rate
-- Carbon black handling allowance,Allowances,Allowances
GRIA - CAS - 1-July-2022 - Late Trading (>9pm) - PH Daily OT,Penalty rate,Penalty rate
REMOTE ALLOWANCE,Allowances,Allowances
GP Call out Allowance,Allowances,Allowances
Alicia Fennessy (Sunday) - Lisa Fisher,Penalty rate,Sunday
Paid parental leave - primary,Leave,Leave
GRIA - PT - 1-July-2020 - Late Trading (>9pm) - M-Sat 12am-7am - First 3 Hours,Penalty rate,Penalty rate
Casual - Less than 10 hours since previous shift - AG2022/784,Base rate,Base rate
SCHADS - CAS - SW - Home Care - 1-July-2020 - Sun Daily OT,Penalty rate,Sunday
Casual Ordinary Hours Level 1 (16 Years),Base rate,Base rate
Permanent Ord Hours,Base rate,Base rate
Personal Carers Leave Monique Anderson,Leave,Leave
Event Admin- Caretakers 2022,Base rate,Base rate
Switching Shift - Overtime - Sunday,Penalty rate,Penalty rate
Caretaker - Holiday Pay,Penalty rate,Public Holiday
Workcover - No Capacity,Others,WorkCover
Reimbursement - Other Expenses,Others,Reimbursement
O/T Public Holiday DSW 2.2 (C),Penalty rate,Penalty rate
Office Travel Time,Allowances,Travel
Manager Office (Clerks Level 3) Permanent,Base rate,Base rate
Nightsoil allowance (per shift) [MA000048],Allowances,Allowances
Trainer Contact Hours (before 8 & after 4.30),Base rate,Base rate
Casual Ordinary Hours - Week 2,Base rate,Base rate
Additional Super Payment,Penalty rate,Penalty rate
HSW- Evening (Includes Casual Loading),Penalty rate,Evening/Night
Coaching Rate 4,Base rate,Base rate
06 HIGA CAS L3 19yr F&B OT 12 [WEEKEND][12~24][][],Penalty rate,Weekend
Permanent - Afternoon Shift x 1.15,Base rate,Base rate
EBA - Night Shift LT Overtime (Mon-Sat),Penalty rate,Penalty rate
Overtime x RM8,Penalty rate,Penalty rate
Jul21 L3 MinSleepoverSat,Penalty rate,Penalty rate
ACC 1st week Leave Taken,Leave,Leave
CMS Casual Shift Sat Sun,Penalty rate,Saturday
Board Fee ARIC,Base rate,Base rate
-- Fast Food - Ord x1.15,Penalty rate,Penalty rate
Ordinary Hours - Static,Base rate,Base rate
PIA 19YO PERM LVL1,Base rate,Base rate
Workcover Accrual,Others,WorkCover
Cook Sat&Sun,Base rate,Base rate
Permanent ordinary Hours-Non Taxable,Base rate,Base rate
Afternoon > 7.6 hours,Base rate,Base rate
2nd Year Apprentice - Overtime x %50,Penalty rate,Penalty rate
Hourly Pay - special rate,Bonuses,Bonus
OT Allowance,Allowances,Allowances
Leave for Loss Taken,Leave,Leave
HIGA - FT - 1-October-2022 - Sun Delayed Meal Break,Penalty rate,Penalty rate
Casual Saturday first 3hrs,Penalty rate,Saturday
-- Hospitality - HD L5 OT x2.392,Penalty rate,Penalty rate
Paid dependency leave,Leave,Leave
Nurse On-Call,Penalty rate,Penalty rate
Ordinary Hours - T&G Berries,Base rate,Base rate
Casual 17yo  -- Saturday,Penalty rate,Saturday
Workers Comp Insurance,Allowances,Allowances
TIL TAKEN,Leave,Leave
Permanent Ordinary Hours - ACA2010,Base rate,Base rate
Car park (Post Tax) adjustment,Base rate,Base rate
Casual - Worked Public Holiday,Penalty rate,Public Holiday
VIC (AU) - Super Retail Group Contact Centre Outbound - Super Retail Group - 18072022 (Overtime),Penalty rate,Penalty rate
Permanent Ordinary Hours_SuperRate,Base rate,Base rate
First Aid Allowance (Edu),Allowances,Allowances
After 6pm Mon-Fri,Base rate,Base rate
Parenting Leave without pay (Govt Funded),Leave,Leave
OTimeX2.4,Penalty rate,Penalty rate
Study and exam leave,Leave,Leave
Base Salary- Associated,Base rate,Base rate
Paid Special Leave Taken,Leave,Leave
CISAC 2 - Teacher - Level 3 $28.41,Base rate,Base rate
-- Manuf - 9.4.08 Trainee Technica,Base rate,Base rate
Bonus - Alumni OTE,Penalty rate,Penalty rate
Permanent Early Morning Shift,Penalty rate,Penalty rate
AERA - CAS - Non Exhibition - M-Sat Ordinary,Penalty rate,Saturday
Motor Vehicle Allowance (Trailer),Allowances,Allowances
Award Permanent Lvl 4.1 Remote Work Weekday,Penalty rate,Penalty rate
Purchased Leave Cashout,Leave,Leave
4 Sunday,Penalty rate,Sunday
Agency Oak OT After 38 Hours - OTSAT 2+Hrs,Penalty rate,Saturday
PCA Level 5 or above MEDS PH,Base rate,Base rate
Volunteering (working time) Taken,Leave,Leave
Permanent - Mon-Sat Overtime - First Two Hours (AG2017/3335),Penalty rate,Penalty rate
Adjustment to meet Award,Base rate,Base rate
Leave Loading December NS,Leave,Leave
Leave - worker's compensation,Leave,Leave
Food & Bev Grade 2 Public Holiday,Penalty rate,Public Holiday
Permanent FB2 Saturday,Penalty rate,Saturday
Allowance - Cost of Living,Allowances,Allowances
Incentive OTP,Penalty rate,Penalty rate
RIA - PT - 1-July-2019 - Less Than 8 Hour Break After OT - After 2 Hours,Penalty rate,Penalty rate
Fares own transport,Allowances,Allowances
Permanent - Ordinary Hours (MA000077),Base rate,Base rate
sub contractors,Base rate,Base rate
G4 CO CS - M-F,Base rate,Base rate
Personal Gift,Penalty rate,Penalty rate
02 KITCHENHAND WKEND [SUN][ALLDAY][][],Penalty rate,Weekend
Casual Ordinary Hours*,Base rate,Base rate
In Lieu of Notice Withholding,Base rate,Base rate
Ordinary Hours x1.5,Penalty rate,Penalty rate
Tutor Casual,Base rate,Base rate
Daracon - MPS113 Double Time,Penalty rate,Penalty rate
Permanent Higher Duties - Ordinary Hours (RTD),Allowances,Allowances
Casual - PL OT 2.0,Penalty rate,Penalty rate
18110103 - EY internal,Base rate,Base rate
Paid Parental Leave - DIS,Leave,Leave
Paid Parental Payments,Leave,Leave
Team Leader - Casual Sunday,Penalty rate,Sunday
Field - Overtime ,Penalty rate,Penalty rate
Casual O/T M-F,Penalty rate,Penalty rate
Casual - Sunday (WFS),Penalty rate,Sunday
B&C Site Allowance - 6.8m - 16.8m,Allowances,Allowances
Admin - Casual Evening,Penalty rate,Evening/Night
Permanent Ordinary Hours - AG2016/64,Base rate,Base rate
Monthly Performance Bonus,Bonuses,Bonus
Allowance Higher Duties,Allowances,Allowances
Travel & Working away,Allowances,Travel
Casual Sunday 4th hr and after,Penalty rate,Sunday
uniform allowance,Allowances,Allowances
Site Allowance VIC (Delta Whitten Oval) NT,Allowances,Allowances
RIA - R.5 - 1-November-2021 - PH OT,Penalty rate,Penalty rate
Site Allowance - c4134 - OT,Allowances,Allowances
A-Casual Adult-Ordinary,Base rate,Base rate
Casual - Overtime - Sunday - shiftworkers - Capped [MA000121],Penalty rate,Penalty rate
Casual Junior 18yrs Lvl 2 $19,Base rate,Base rate
Traffic Control Level 2 OT SUN (57.47),Penalty rate,Sunday
STP Exempt Foreign Income,Base rate,Base rate
WORK COVER PAY,Others,WorkCover
09042 HIGAPPT M-F PH L2 [ALLDAY][][HIGAL2][PH],Penalty rate,Public Holiday
Permanent - Night Shift x 15%,Penalty rate,Evening/Night
SACS L2.1 - Perm Sunday,Penalty rate,Sunday
EBA 2nd year apprentice,Base rate,Base rate
Fortnightly Pay - SS,Base rate,Base rate
FTPT Level 2 - kitchen attendant grade 2,Base rate,Base rate
Fill In Allowance,Allowances,Allowances
1 VIC HC Casual Sunday,Penalty rate,Sunday
Casual - No Meal Break 2x - Home Care,Base rate,Base rate
19yo Full Time Public Holiday,Penalty rate,Public Holiday
Infrabuild - MPS155 Double Time,Penalty rate,Penalty rate
Clock card Refund,Others,Reimbursement
Fuel Uplift Support,Penalty rate,Penalty rate
Higher Duties - Saturday Shift,Penalty rate,Saturday
Cook Grade 3,Base rate,Base rate
Permanent  Ordinary hours TSP,Base rate,Base rate
OT Casual Time and a Half,Penalty rate,Penalty rate
Development Leave,Leave,Leave
Previous month wages,Base rate,Base rate
Medical Director,Base rate,Base rate
Annual Leave P/T,Leave,Leave
Apprentice Year 3 FT Kitchen Hours,Base rate,Base rate
Leave Loading December,Leave,Leave
Permanent - Saturday - Overtime,Penalty rate,Penalty rate
WMA Permanent Afternoon Shift,Base rate,Base rate
Permanent - Mon-Sat Overtime - After Two Hours (AG2017/3335),Penalty rate,Penalty rate
Commission 5310,Bonuses,Commission
382 - Casual - Jnr Under 16yrs OT1.5,Penalty rate,Penalty rate
Wages - Drive-Thru L3,Base rate,Base rate
Pastoral Award Overtime Mon - Sat,Penalty rate,Penalty rate
Bonus 5500,Bonuses,Bonus
19Yrs Apprentice,Base rate,Base rate
Casual - Emergency Work x 2.5,Penalty rate,Penalty rate
Overtime - Flat,Penalty rate,Penalty rate
Annual Leave Taken Per Day,Leave,Leave
Care Giver Sunday Part time,Penalty rate,Sunday
Group D - Travel Driving - MEL to Traralgon,Allowances,Travel
Kitchen 2nd year apprentice under 21 xP/Holiday,Penalty rate,Public Holiday
Additional OVR Time 1.5,Penalty rate,Penalty rate
Holiday Leave (Wake Nights),Leave,Leave
Permanent Adelaide Office,Allowances,Allowances
Jul22 L4 SleepoverPublicHol,Penalty rate,Penalty rate
Overtime Mon-Fri- First 2 Hours,Penalty rate,Penalty rate
