pay_category_name,category,sub_category
Allowance-Meals,Allowances,Allowances
T1-CAS-CW3-SCAF-OT200%,Penalty rate,Penalty rate
Fixed Allowances - SSA - 1 Break,Allowances,Allowances
Termination Notice Payment ,Penalty rate,Penalty rate
Ordinary Sunday,Penalty rate,Sunday
Casual Trade Otime first 2 hrs M-Sat (not clause 13),Penalty rate,Saturday
Casual - Saturday Nights,Penalty rate,Saturday
Perm-Ordinary,Base rate,Base rate
Bonus OT,Penalty rate,Penalty rate
Level 3 Sun PT Perm,Penalty rate,Sunday
Back Pay - Non Taxable,Others,Backpay
Casual Weekday 2,Base rate,Base rate
Afternoon shift x 15%,Base rate,Base rate
School based Traineeship yr 1,Leave,Leave
Level 2 Food & Beverage Saturday,Penalty rate,Saturday
Cas - OT Mon-Sat After 2 hrs -2.25x,Penalty rate,Saturday
Casual Active Hours,Base rate,Base rate
Public Holiday WORKED,Penalty rate,Public Holiday
Travel with Participant,Allowances,Travel
Annual Leave Cash Out (incl 17.5% Leave Loading),Leave,Leave
Public Holiday - Boat Driver,Penalty rate,Public Holiday
PPT Sat $38.00,Penalty rate,Saturday
HPE-Level 2 PP1 (OH) OT Mon-Sat  <2Hrs,Penalty rate,Saturday
Part-time Weekend Ordinary Hours,Penalty rate,Weekend
Overtime (C) 1.5,Penalty rate,Penalty rate
Casual -x50,Base rate,Base rate
Ordinary Hours - 1st Year Apprentice (New EA),Base rate,Base rate
CRR - Onsite - OT 2.0,Penalty rate,Penalty rate
Casual Weekday Teaching,Base rate,Base rate
Backpay (Ordinary Hours),Others,Backpay
Weekend rates,Penalty rate,Weekend
Casual - Sunday (HIS),Penalty rate,Sunday
1:2 Casual Ordinary Hours,Base rate,Base rate
Additional Salary for Deed,Penalty rate,Penalty rate
Casual - Night Hours,Penalty rate,Evening/Night
Casual Sunday Lvl 2,Penalty rate,Sunday
Pay Rate Adjustment - Ordinary,Base rate,Base rate
Pay Rate Adjustment - Saturday,Penalty rate,Saturday
Training (including wages & travel),Allowances,Travel
COS Administration,Base rate,Base rate
Casual - Night Shift - Public Holiday,Penalty rate,Public Holiday
Old Public Holiday DONT USE,Penalty rate,Public Holiday
Chris $1.2 - PH Multiplier,Penalty rate,Public Holiday
$23 Mon - PT - Friday,Base rate,Base rate
Recess Leave Taken,Leave,Leave
Backpay Difference,Others,Backpay
Annual leave Accured,Leave,Leave
Methanex NZ - MPS134 Time and half,Penalty rate,Penalty rate
Permanent Part Time - Sat,Penalty rate,Saturday
Casual rate,Base rate,Base rate
Travel Allowance - Over 200km per week in collective travel,Allowances,Allowances
Casual Public Holiday Shift Loading,Penalty rate,Public Holiday
Level3 saturday,Penalty rate,Saturday
5. Permanent Public Holiday,Penalty rate,Public Holiday
Level3 overtime 1st 2hours,Penalty rate,Penalty rate
Level3 overtime P/H,Penalty rate,Penalty rate
Trainee Adult Second Year,Base rate,Base rate
Saturdays (1.5),Penalty rate,Saturday
Casual- Morning Shift 5am,Base rate,Base rate
FFF Australia - MPS123 Double Time,Penalty rate,Penalty rate
MPS Training - MPS130 Double Time,Penalty rate,Penalty rate
Incidentals Allowance,Allowances,Allowances
C1-CAS-CW3-SCAF-OT200%,Penalty rate,Penalty rate
Tool Allowance - New,Allowances,Allowances
C1-PPT-YD1-OT150%,Penalty rate,Penalty rate
Night Shift Ordinary Time x2 inc SGC,Penalty rate,Evening/Night
Overtime - Casuals,Penalty rate,Penalty rate
Casual - Sat 6pm to 9pm,Penalty rate,Saturday
Afternoon Shift - 3.1,Base rate,Base rate
Training Wages,Base rate,Base rate
JOBKEEPER-TIER2,Others,JobKeeper/Job Maker
PGSR (Toshiba) - MPS149 Double Time,Penalty rate,Penalty rate
PON (TAKRAF) - MPS150 Double Time,Penalty rate,Penalty rate
Casual 18 yrs Level 2 Saturday No Break Penalty Rate,Penalty rate,Saturday
Sunday Night Rate,Penalty rate,Sunday
Permanent Night Work Allowance (Tech),Allowances,Allowances
Home Internet and Mobile Phone,Allowances,Allowances
Allowance 'On Call' (ordinary hrs),Allowances,Allowances
Award Base Rate Grade 1,Base rate,Base rate
6 - Casual Overtime Hours (Over 2 hrs) (inc 25% loading),Penalty rate,Penalty rate
Ordinary Hours 1.25,Base rate,Base rate
Hospitality – Ord x1.6,Penalty rate,Penalty rate
2023 Bus Driver Allowance,Allowances,Allowances
Public Holiday Casual Rates,Penalty rate,Public Holiday
Sunday - PPT,Penalty rate,Sunday
Afternoon Shift with 15% Loading,Base rate,Base rate
Company Paid Paternity Leave Taken,Leave,Leave
Permanent - No break Clearing,Base rate,Base rate
RIA - (Not Automated - Travelling Time Allowance,Allowances,Allowances
"TP [MA000119] RIA - Casual - Intro, Lvl 1, Lvl 2 -",Base rate,Base rate
Ordinary Hours - Project Manager,Base rate,Base rate
Ordinary Hours - Corporate,Base rate,Base rate
Board / Committee - Sitting Fees,Base rate,Base rate
Casual Ord Hrs Inc Loading for BOARD DF,Base rate,Base rate
ETP Type O Leave Earning - Unused TIL Project Off,Others,Severance
"Travel Time Drive Sun,PH",Allowances,Travel
Travel Time Fly Mon-Sat,Allowances,Travel
O-WCOMP: Composer WKLY,Others,WorkCover
Casual Loading Mine Night Shift,Penalty rate,Evening/Night
FTE Allowance Night Shift,Allowances,Allowances
Allowance - Height >22,Allowances,Allowances
PT Income,Base rate,Base rate
FLH6 OT,Penalty rate,Penalty rate
Trainee FLH2 - 17yrs,Base rate,Base rate
Casual FLH2 - 16yrs,Base rate,Base rate
Casual FLH5,Base rate,Base rate
FLH 6+ OT,Penalty rate,Penalty rate
FLH6+ Sunday _ Vergil Ulay,Penalty rate,Sunday
FLH8+ Sunday_Daniel Ehrich,Penalty rate,Sunday
Janet O'Neil OTE,Penalty rate,Penalty rate
Tool and Fare Allowance PA,Allowances,Allowances
Casual - Overtime - Sat before 12 noon - After 2 hours PA,Penalty rate,Penalty rate
AB On Call Allowance,Allowances,Allowances
Saturday Permanent First 3 hrs @Time & a Half,Penalty rate,Saturday
Operational Tier 3 Overtime Permanent,Penalty rate,Penalty rate
Overtime Hours - Casual Loading,Penalty rate,Penalty rate
WGTP - Overtime,Penalty rate,Penalty rate
Temporary Leading Hand 3-10,Allowances,Allowances
Public Holiday - Hours Worked,Penalty rate,Public Holiday
Back Pay - Install,Others,Backpay
Overtime (x1.5) - Admin,Penalty rate,Penalty rate
Overtime  x 1.5,Penalty rate,Penalty rate
FL 2.2 - Permanent Saturday,Penalty rate,Saturday
FL 2.2 - Permanent FT Overtime (1.5x),Penalty rate,Penalty rate
FL 2.2 - Permanent PT Overtime (2x),Penalty rate,Penalty rate
FL 2.1 - Permanent WeekdayT,Base rate,Base rate
FL 2.1 - Permanent SundayT,Penalty rate,Sunday
Perm Saturday 2.1,Penalty rate,Saturday
Ordinary Hours - Dale Carter,Base rate,Base rate
Ordinary hours Paul,Base rate,Base rate
Trainee Level 3 - Fixed Rate OT,Penalty rate,Penalty rate
Ordinary hours  -NDT Technician – M.Bateup,Base rate,Base rate
Overtime fixed rate $70,Penalty rate,Penalty rate
Ordinary Hours - Sam Karimaei,Base rate,Base rate
Tool Allowance ST3 Apprentice,Allowances,Allowances
Trip Nights Away,Penalty rate,Evening/Night
Shift Allowance ST1 Apprentice,Allowances,Allowances
A Membership Sales Consultant TESTING,Base rate,Base rate
DNU Personal Leave - Housekeeping Exec,Leave,Leave
Casual - Saturday (B&C),Penalty rate,Saturday
Permanent - Overtime FEA,Penalty rate,Penalty rate
Permanent Ordinary Hours - Flexibility Workshop,Base rate,Base rate
Salary Sacrafice,Base rate,Base rate
Overtime Hours (exempt from super) - Flat rate,Penalty rate,Penalty rate
Casual - Less than 10 hours break between shifts x2.0 EA,Base rate,Base rate
Office Wages,Base rate,Base rate
Leading Hand IINFR2022 Allowance,Allowances,Allowances
Executive Director Allowance Car Loan,Allowances,Allowances
Ordinary Hours - Technical,Base rate,Base rate
Car Allowance not exempt from PAYG - Tech - Sales,Allowances,Allowances
Allowances taxed and no super - Tech - Sales,Allowances,Allowances
Kilometre Mileage ATO Rate/Klm - Tech-Taxed -Sales,Allowances,Travel
Car Allowance V1 (private vehicle),Allowances,Allowances
FWHC NSO - Casual - Weekend & Public Holiday (FIA),Penalty rate,Weekend
Permanent - Overtime - Night Shift - 1.5x,Penalty rate,Penalty rate
Casual - Ordinary - Public Holiday,Penalty rate,Public Holiday
Casual - Overtime - Saturday  - 1.5,Penalty rate,Penalty rate
LE - Saturday Hours,Penalty rate,Saturday
LE - Back Pay,Others,Backpay
LE - Hours - Sunday,Penalty rate,Sunday
LE - Hours - Saturday,Penalty rate,Saturday
LE - Hours - Overtime - Saturday - 2x,Penalty rate,Penalty rate
CW1 SPC - 1.5x,Penalty rate,Penalty rate
Floating Holiday,Penalty rate,Public Holiday
Permanent Ordinary Hours - MA000066,Base rate,Base rate
Casual - Overtime x2 - MA000066,Penalty rate,Penalty rate
Casual - Public Holiday Not Worked - MA000066,Leave,Leave
Overtime - Additional Hours,Penalty rate,Penalty rate
Casual - Public Holiday Worked 175% (HCW),Penalty rate,Public Holiday
Casual - Paid Meal Break 75% (HCW),Base rate,Base rate
Casual - Overtime - Training 100% (HCW),Penalty rate,Penalty rate
Casual - Active Night Shift + Evening Shift Work Penalty 65% (HCW),Penalty rate,Penalty rate
Permanent - Public Holiday Worked (Weekend Overtime),Penalty rate,Penalty rate
KM Reimbursement (Up To ATO Limit),Others,Reimbursement
"02 RA2010 CAS - L1 - 16 yrs Kitchen attnd G1 - 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
Megan Public Holiday,Penalty rate,Public Holiday
Xmas Leave Taken,Leave,Leave
1-Supervisor Allowance,Allowances,Allowances
Notice Period Recovery,Penalty rate,Penalty rate
Notice Period on ETP,Others,Severance
RDO - Joinery Award L3,Base rate,Base rate
Ordinary Hours - Joinery Award L4,Base rate,Base rate
Overtime x2 - Joinery Award L4,Penalty rate,Penalty rate
Overtime x1.5 - Joinery Award L5,Penalty rate,Penalty rate
Plumbing Trades Allowance - AG2022/3940,Allowances,Allowances
Toil Cash Out,Base rate,Base rate
Annual Leave with Loading,Leave,Leave
Workers Comp Pay Adjustment,Others,WorkCover
Wet Pay Allowance - AG2022/3940,Allowances,Allowances
Dead Animal Allowance (Sheep and animals of similar size) - AG2022/3940,Allowances,Allowances
Casual Ordinary Vic,Base rate,Base rate
Car Allowance - EH,Allowances,Allowances
Penalty - start before 6am,Penalty rate,Penalty rate
L3.1 TFPC RS Holder - Night (Con),Penalty rate,Evening/Night
L3.3 TFPC RS Holder - Overtime 1,Penalty rate,Penalty rate
L3.3 TFPC RS Holder - Weekend 1,Penalty rate,Weekend
Permit to Work Holder - Overtime 2 (Con),Penalty rate,Penalty rate
SA - PO 1 - Weekend 2,Penalty rate,Weekend
SA - PO 2 - Public Holiday,Penalty rate,Public Holiday
SA - PO 2 - Weekend 2,Penalty rate,Weekend
SA - PO 3 - Weekend 2,Penalty rate,Weekend
SA - PO 4 - Overtime 1,Penalty rate,Penalty rate
Track Certifier - Overtime,Penalty rate,Penalty rate
Casual Ordinary Hours - AE511557,Base rate,Base rate
Casual - RDO Deduction - AE511557 ,Base rate,Base rate
Towers allowance - AG2021/4350,Allowances,Allowances
Klm 92 cents (over 4239Klms),Penalty rate,Penalty rate
Travel 1.0 OT,Penalty rate,Penalty rate
Leave Loading 30%,Leave,Leave
MCE1 (Casual) Sunday,Penalty rate,Sunday
Operational Staff - Weekend,Penalty rate,Weekend
Travel Allowance - HRV Staff,Allowances,Allowances
Travel Allowance - Stewards Award,Allowances,Allowances
Sunday C,Penalty rate,Sunday
Allowance - Higher Duties S,Allowances,Allowances
XXXXXX Do Not Use,Unclassified,Unclassified
Casual Base,Base rate,Base rate
CS Saturday Rate,Penalty rate,Saturday
Overtime @ 1.0 award rate,Penalty rate,Penalty rate
Permanent - Overtime - Saturday - after 12 noon - AG2021/5073,Penalty rate,Penalty rate
Site Allowance - Project Value $0 up to $20 million - AG2021/5073,Allowances,Allowances
Responsibility Allowance Level 2 - AG2021/5073,Allowances,Allowances
LABOUR HIRE - PHOENIX - High Reach - NIGHT,Penalty rate,Evening/Night
"Site Allowance VIC (Gravity Rigging - 399 Palmers Road, Truganina.) NT",Allowances,Allowances
"Site Allowance VIC (Richstone Plumbing - 543-549 Elizabeth St, Melb) OT",Allowances,Allowances
xxDELETExx Laundry Allowance other garments  (FT) above ATO threshold,Allowances,Allowances
Annual Leave cashout - Loading,Leave,Leave
Casual Trainee Sat,Base rate,Base rate
Permanent - Saturday - AG2022/698,Penalty rate,Saturday
Casual - Overtime x 1.5 - AG2022/698,Penalty rate,Penalty rate
Vehicle Allowance (Up To ATO Limit) - AG2022/698,Allowances,Allowances
Director Fee's,Base rate,Base rate
Childcare Subsidy Allowance,Allowances,Allowances
Motor vehicle allowance up to ATO Limit,Allowances,Allowances
Health Insurance Allowance - Grossed Up,Allowances,Allowances
ACT (AU) - Cyber Support Consultant MHH - Medibank - 13022023,Base rate,Base rate
VIC (AU) - Covid Support Consultant - Medibank - 13022023,Base rate,Base rate
SA (AU) - General Office Admin - Weploy - 13022023,Base rate,Base rate
VIC (AU) - Talent Coordinator - Weploy - 13022023 (Overtime),Penalty rate,Penalty rate
QLD (AU) - Talent Associate - Weploy - 13022023 (Overtime),Penalty rate,Penalty rate
WA (AU) - Talent Associate - Weploy - 13022023 (Overtime),Penalty rate,Penalty rate
WA (AU) - Finance Officer - Weploy - 13022023 (Overtime),Penalty rate,Penalty rate
QLD (AU) - Collections Officer - Mercedes-Benz Financial Services Australia - 13022023 (Overtime),Penalty rate,Penalty rate
ACT (AU) - General Office Admin - Weploy - 13022023,Base rate,Base rate
Workers Compensation - Top Up Amount,Others,WorkCover
Admin Overtime (1.5),Penalty rate,Penalty rate
MCE4 (Casual),Base rate,Base rate
Vehicle KM Allowance over ATO Limit,Allowances,Allowances
"Site Allowance VIC (BP Plumbing - Dryburgh St, West Melbourne) OT",Allowances,Allowances
Above Award Event Payment,Penalty rate,Penalty rate
Travel Allowance (Branch Daily Away Allowance),Allowances,Allowances
Permanent - Public Holiday Not Worked - (AG2020/892),Leave,Leave
Permanent - Linked Category Refresh Test,Base rate,Base rate
Bonus  0% Super,Bonuses,Bonus
FT Level 9 Normal Time,Base rate,Base rate
Casual - Weekend Hours,Penalty rate,Weekend
FT Level 5 x2.0,Base rate,Base rate
FT Level 2 x1 NT (night),Penalty rate,Evening/Night
CAS Level 5 Normal Time,Base rate,Base rate
CAS Level 11 Normal Time,Base rate,Base rate
CAS Level 13 x2.0,Base rate,Base rate
FT Level 3 Travel Time,Allowances,Travel
FT Level 11 x2.5,Base rate,Base rate
FT Level 13 Normal Time,Base rate,Base rate
FT Level 13 Travel Time,Allowances,Travel
CB/BBAH Puppy School,Leave,Leave
Permanent - Less Than Minimum Break Between Shifts (PFS),Base rate,Base rate
Award Transition Allowance,Allowances,Allowances
SACS Level 4 PP 3 - Sun,Penalty rate,Sunday
SACS Level 4 PP 2 - Day,Base rate,Base rate
SACS Grd 4 Lvl 5.3 - Day,Base rate,Base rate
SACS Grd 5 Lvl 5.1 - Day,Base rate,Base rate
LE - Hours - Overtime - Public Holiday - 1.5x,Penalty rate,Penalty rate
Meals and Entertainment - After Tax,Allowances,Allowances
GRIA OT 2.75,Penalty rate,Penalty rate
GRIA OT 1.75,Penalty rate,Penalty rate
Director Ordinary Hours,Base rate,Base rate
Base Salary Office,Base rate,Base rate
PublicHol -FT Prod (Paid-not worked),Penalty rate,Penalty rate
Public Hol - PT Office  (Paid-not worked),Penalty rate,Penalty rate
Stand Down -Office,Others,Severance
Pastoral LHMU CA - Part Time Public Holiday Worked,Penalty rate,Public Holiday
Pastoral LHMU CA - Part Time Saturday,Penalty rate,Saturday
Paid Rest Break - Sat,Penalty rate,Saturday
Casual Lvl 1 - 18 yrs Sun Rate,Penalty rate,Sunday
Site Allowance - West Gate Tunnel Project - AG2020/3833,Allowances,Allowances
Site Allowance - Metro Tunnel Project - AG2020/3833,Allowances,Allowances
Casual - Call Out Overtime - Saturday 2 times - AG2021/7850,Penalty rate,Penalty rate
PharmacyA - CAS - 1-July-2021 - PH Weekly OT,Penalty rate,Penalty rate
PharmacyA - CAS - 1-July-2021 - Sun Before 7am,Penalty rate,Sunday
PharmacyA - CAS - 1-July-2021 - Sat,Penalty rate,Saturday
PharmacyA - (Not Automated) - Home medicine & residential medication management reviews allowance,Allowances,Allowances
PharmacyA - CAS - 1-July-2022 - M-F Ordinary,Base rate,Base rate
PharmacyA - CAS - 1-July-2022 - Sun Minimum Shift Engagement,Penalty rate,Sunday
PharmacyA - (Not Automated) - Vehicle Allowance ,Allowances,Allowances
Training Daily Rate,Base rate,Base rate
Worked over 38hrs Clearing,Penalty rate,Penalty rate
Meal Allowance 2019,Allowances,Allowances
Spray Incentive,Bonuses,Commission
Annual Leave Taken CW2,Leave,Leave
RDO Hours CW2,Base rate,Base rate
Site Allowance Steel,Allowances,Allowances
Triple Time,Penalty rate,Penalty rate
Overseas Part Time,Base rate,Base rate
Allowance (car),Allowances,Allowances
Travel Amount,Allowances,Travel
FT/PT Saturday,Penalty rate,Saturday
FT/PT Overtime (First 2 hours),Penalty rate,Penalty rate
Outside of ordinary hours Clearing [MA000020],Base rate,Base rate
Permanent - Outside of ordinary hours - Penalty,Penalty rate,Penalty rate
Crown Weekend Allowance - From 7pm Friday to 7am Saturday,Allowances,Allowances
Crown Weekend Allowance - From 7pm Saturday to 7am Sunday,Allowances,Allowances
Commission 9,Bonuses,Commission
EEEA Travel,Allowances,Travel
Workers Comp - Top Up,Others,WorkCover
Trainee Bonus,Bonuses,Bonus
Permanent - Less Than 10hrs Between Shifts 100%,Base rate,Base rate
Permanent - Sunday 100%,Penalty rate,Sunday
COVID 19 Loading,Base rate,Base rate
Industry allowance - Joinery Award L3,Allowances,Allowances
Project Severance Paid,Others,Severance
Permanent - Public Holiday Worked + Evening Shift Work Penalty 160%,Penalty rate,Penalty rate
Casual - Evening Shift 40%,Penalty rate,Evening/Night
Casual - Evening Shift - Training 40%,Penalty rate,Evening/Night
Casual - More than 6 Consecutive Shifts - Overtime - Training 200% (CSW & CLE),Penalty rate,Penalty rate
Casual - Public Holiday Worked - Overtime 175% (HCW),Penalty rate,Penalty rate
Casual - Sunday - Training 125% (HCW),Penalty rate,Sunday
Casual - Ordinary Hours + Evening Shift Work Penalty - Training 35% (HCW),Penalty rate,Penalty rate
Paternity Leave (extra),Leave,Leave
Secondary Role PH Worked,Penalty rate,Public Holiday
Casual - Overtime - Monday to Saturday -  After 2 hours - AG123456,Penalty rate,Penalty rate
10 Saturday (L1.sat) [SAT][ALLDAY][][],Penalty rate,Saturday
Therapist : Jacquie Saturday,Penalty rate,Saturday
Ordinary Hours Permanent: Truck Driver / Labourer,Base rate,Base rate
Cas OT Sunday,Penalty rate,Sunday
Bonus$$,Bonuses,Bonus
2-Trade labour (x1.0) Additional,Penalty rate,Penalty rate
9-Dow - Special Site Rate,Bonuses,Bonus
Car allowance (up to ATO limit),Allowances,Allowances
Annual leave loading - Joinery Award CA,Leave,Leave
Travel Allowance (Gross Up),Allowances,Allowances
Gift Leave,Leave,Leave
Overtime TOIL,Penalty rate,Penalty rate
"Allowance - Space, height and dirt",Allowances,Allowances
Broken Shift- Benefit,Base rate,Base rate
Acting Higher Duties Allowance (Before Tax),Allowances,Allowances
15% Shift Loading,Base rate,Base rate
Site Allowance - c2005- OT,Allowances,Allowances
Kilometers travelled,Allowances,Travel
LABOUR HIRE - PHOENIX - General Labour - AM Saturday,Penalty rate,Saturday
LABOUR HIRE - PHOENIX - High Reach - AM Saturday,Penalty rate,Saturday
Workshop- Djandak - Gov Hub - Hourly,Base rate,Base rate
Higher Duties O/time x 100%,Allowances,Allowances
Work Cover Leave,Others,WorkCover
1. Permanent Supplementary Mon - Friday,Leave,Leave
High Intensity Evening Overtime (first 2 hours),Penalty rate,Penalty rate
L3.1 TFPC RS Holder - Overtime 1 (Con),Penalty rate,Penalty rate
L3.2 TFPC RS Holder - Night (Con),Penalty rate,Evening/Night
L3.2 TFPC RS Holder - Overtime 1 (Con),Penalty rate,Penalty rate
L3.2 TFPC RS Holder - Weekend 2,Penalty rate,Weekend
L3.3 TFPC RS Holder - Overtime 2,Penalty rate,Penalty rate
L3.3 TFPC RS Holder - Weekend 2,Penalty rate,Weekend
Permit to Work Holder - Public Holiday (Con),Penalty rate,Public Holiday
SA - PO 2 - Fri Night/Mon Morning,Penalty rate,Evening/Night
SA - PO 3 - Fri Night/Mon Morning,Penalty rate,Evening/Night
Works Supervisor - Weekend 1,Penalty rate,Weekend
Relief Teacher,Base rate,Base rate
Permanent - RDO Deduction - AE511557,Base rate,Base rate
Return trip transport allowance - Employee/tools - AG2021/4350,Allowances,Allowances
MCE4 (Perm OT),Penalty rate,Penalty rate
Transport Bonus,Allowances,Allowances
Allowance - Broken Shift D,Allowances,Allowances
xx Deputy CE Allowance GP,Allowances,Allowances
Bonus - Relocation Contribution,Bonuses,Bonus
Overtime @ 1.5 award rate,Penalty rate,Penalty rate
Unpaid Carer's Leave Taken,Leave,Leave
Workcover Pay,Others,WorkCover
Company Paid Parental/Maternity Leave,Leave,Leave
xxDELETExx Accommodation allowance - provided accommodation not accepted - 5 or more days,Allowances,Allowances
Casual - Afternoon Shift (commencing 10am-1pm) - AG2022/698,Base rate,Base rate
Laundry Allowance (per week) - AG2022/698,Allowances,Allowances
Internet Allowance - Grossed Up,Allowances,Allowances
VIC (AU) - Cyber Consultant 20% - Medibank - 13022023,Base rate,Base rate
WA (AU) - Cyber Consultant 20% - Medibank - 13022023,Base rate,Base rate
WA (AU) - Cyber Consultant 20% - Medibank - 13022023 (Overtime),Penalty rate,Penalty rate
Casual - Overtime - Saturday - After 2 hours - AG2021/7850,Penalty rate,Penalty rate
Overtime 1.5 Base Rate,Penalty rate,Penalty rate
HIGA - CAS - 1-July-2019 - M-F 12am-7am,Penalty rate,Penalty rate
HIGA - CAS - 1-July-2019 - M-F Minimum Shift Engagement,Base rate,Base rate
Helen Sunday Kitchen,Penalty rate,Sunday
In Lieu of Notice - R,Base rate,Base rate
REO Afternoon Shift,Base rate,Base rate
WMA - CAS - SW - 1-July-2021 - PH Daily OT,Penalty rate,Penalty rate
WMA - CAS - SW - 1-July-2021 - Sat Minimum Shift Engagement,Penalty rate,Saturday
CPSA - CAS - SW - 1-July-2021 - PH Minimum Shift Engagement,Penalty rate,Public Holiday
CPSA - CAS - SW - 1-July-2022 - M-F Night Shift,Penalty rate,Evening/Night
ESA - PT - SW - GEN - Lvl 1.1-7.2 - 1-July-2022 - Afternoon Shift,Base rate,Base rate
Casual - Workcover - 10 Shifts,Others,WorkCover
WA (AU) - North By North Vest General Customer Service - North By North Vest - 27032023 (Overtime),Base rate,Base rate
Casual - Sunday (EBA Accom) + Shift Allowance Loading,Penalty rate,Sunday
Permanent - Overtime x 2 - AG2021/4263,Penalty rate,Penalty rate
Casual - Sunday Shift - Attendant Care - AG2021/4263,Penalty rate,Sunday
Saturday Leading Hand TC,Penalty rate,Saturday
Motor Vehicle allowance - Digital,Allowances,Allowances
Permanent - less than 10 hours break between shift,Base rate,Base rate
On Call Allowance Sunday & PH,Penalty rate,Sunday
Casual Registered Nurse - Overtime 1,Penalty rate,Penalty rate
Overtime Bonus,Penalty rate,Penalty rate
Part Time Sat Overtime (after 2 hours) - Richmond,Penalty rate,Penalty rate
Part Time Sun Overtime - Richmond,Penalty rate,Penalty rate
ETP - Payment in Lieu of Notice - CBD,Others,Severance
No Meal Break Clearing - Saturday - Vineyard stream (during vintage) and cellar door stream - MA000090,Penalty rate,Saturday
RIA - PT - 1-October-2022 - Sat OT First 2 Hours,Penalty rate,Saturday
Casual Sat Overtime (after 2 hours) - Kiss & Tell,Penalty rate,Penalty rate
Part Time Sat Overtime (after 2 hours) - Kiss&Tell,Penalty rate,Penalty rate
SA (AU) - Testing123 - North By North Vest - 29032023 (Overtime),Base rate,Base rate
ACT (AU) - Testing123 - North By North Vest - 29032023 (Overtime),Base rate,Base rate
Shift All 20% OT x1.5,Penalty rate,Penalty rate
WorkCover - Not Working,Others,WorkCover
PTW - DSW - Night,Penalty rate,Evening/Night
Hospitality Manager,Base rate,Base rate
Overnight Rate 12 hours -Sunday,Penalty rate,Sunday
Overnight Rate 12 hours -PH,Penalty rate,Evening/Night
Project Site Allowance 2,Allowances,Allowances
Travel 1 (0-50kms),Allowances,Travel
Permanent Ordinary Hours - MA000090,Base rate,Base rate
Saturday T1.5,Penalty rate,Saturday
Special/Ex Gratia Leave DV,Leave,Leave
Conditional Bonus,Bonuses,Bonus
Danger Allowances,Allowances,Allowances
Sleepover Allowance - 80,Allowances,Allowances
Bonus and commision DNU,Bonuses,Bonus
Casual Loading on time and a half,Penalty rate,Penalty rate
Site Allowance - 4,Allowances,Allowances
Sunday Casual * 1.8,Penalty rate,Sunday
Sunday - 00.00 - 23.59,Penalty rate,Sunday
Overnight Sun - Sat,Penalty rate,Saturday
Purchased Annual 1 Week Leave Taken,Leave,Leave
Group A - Travel Driving - Sydney to Newcastle,Allowances,Allowances
Group A - Travel Driving - Newcastle to Sydney,Allowances,Allowances
No Meal Break Clearing - Afternoon shift - MA000090,Base rate,Base rate
Overtime @ 0.75 award rate,Penalty rate,Penalty rate
IT Home Office Allowance,Allowances,Allowances
Motor Vehicle Allowance ATO Limit,Allowances,Allowances
Training Units Completed,Base rate,Base rate
CPSA - Casual - Ordinary,Base rate,Base rate
Site Allowance - c2023 - ORD,Allowances,Allowances
Visory Parental Leave,Leave,Leave
Annual Leave Taken (Timesheet),Leave,Leave
Height Allowance 0-15 Normal Time,Allowances,Allowances
Car Allowance - Taxed (Autopay),Allowances,Allowances
HIGA - CAS - 1-February-2021 - M-F Weekly OT - After 2 Hours,Penalty rate,Penalty rate
HIGA - CAS - 1-February-2021 - M-F Daily OT - After 2 Hours,Penalty rate,Penalty rate
Civil Overtime x 1.5,Penalty rate,Penalty rate
Workers Compensation - NSW,Others,WorkCover
Overtime Hours 40,Penalty rate,Penalty rate
Overtime Hours Double Time,Penalty rate,Penalty rate
Casual - Overtime - 2.1x (Waste Management Award),Penalty rate,Penalty rate
CAFT L4 M-F,Base rate,Base rate
CACAS L5 P/HOL,Penalty rate,Public Holiday
Finance Mgr M-F,Base rate,Base rate
CAFT L7 BASE RATE,Base rate,Base rate
HIGA - CAS - 1-February-2021 - PH Minimum Shift Engagement,Penalty rate,Public Holiday
Urgent Event Allowance - After 8 Hours,Allowances,Allowances
Dean Lindsay Allowance,Allowances,Allowances
F&B Level 1 Casual - Mon-Fri,Base rate,Base rate
F&B Level 1 Casual - Sunday,Penalty rate,Sunday
F&B Level 3 Casual - Overtime M-F (1st 2 hrs),Penalty rate,Penalty rate
Kitchen Level 2 Casual - Overtime Sat (2+ hrs),Penalty rate,Penalty rate
Kitchen Level 5 Casual - Overtime Sat (2+ hrs),Penalty rate,Penalty rate
Wine Grade 1 Casual - Overtime Mon-Sat (1st 2 hrs),Penalty rate,Penalty rate
Wine Grade 3 Casual - Sunday,Penalty rate,Sunday
Wine Grade 5 Casual - Mon-Fri,Base rate,Base rate
Wine Grade 5 Casual - Overtime Sun,Penalty rate,Penalty rate
F&B Level 1 17YO Casual - Overtime Sat (1st 2 hrs),Penalty rate,Penalty rate
Casual - Ordinary Hours (FIA),Base rate,Base rate
Permanent - Less than 10 hour break (FIA),Base rate,Base rate
Additional HRS,Penalty rate,Penalty rate
Ord x 0.5 (HRL Rate 40),Penalty rate,Penalty rate
Roster Change Out Allowance,Allowances,Allowances
FWHC - Casual - Team Leader,Base rate,Base rate
FWHC - Casual - Fernwood Trainer,Base rate,Base rate
