pay_category_name,category,sub_category
Telephone Travel Allowance,Allowances,Allowances
PCCS Casual - Ordinary Hours,Base rate,Base rate
NCP Casual - Ordinary Hours,Base rate,Base rate
NCP Casual - Sunday,Penalty rate,Sunday
BL4 Site Allowance,Allowances,Allowances
Site Foreman Salary,Base rate,Base rate
Ordinary Hours - MSCs - ADJ,Base rate,Base rate
Monthly Gross Salary,Base rate,Base rate
Home Independence Assistant,Base rate,Base rate
Care Consultancy Administration,Base rate,Base rate
Base Hourly - Overtime 1.5,Penalty rate,Penalty rate
Employee Mobile Phone Allowance,Allowances,Allowances
Overtime Sunday TEC Award,Penalty rate,Penalty rate
Casual - Production - Workshop Night Shift,Penalty rate,Evening/Night
Casual hours,Base rate,Base rate
Base Hourly - Overtime 2.0,Penalty rate,Penalty rate
"02 Cook Gd1 -[WEEKDAY,!PH][1900-0000][][]",Penalty rate,Penalty rate
AAPG2 Grounds Sunday,Penalty rate,Sunday
Uniform deposit refund,Others,Reimbursement
Annual Leave Cashed Out,Leave,Leave
"10 Wkday Overtime (2.0x) [WEEKDAY,!PH][12~24][][]",Penalty rate,Penalty rate
"1 2017 HK - BASE [WEEKDAY,!PH][0700-1900][][]",Base rate,Base rate
Casual Level 2 Sat/Sun,Penalty rate,Weekend
Casual Ordinary Hours3,Base rate,Base rate
PCCS Casual - Sunday,Penalty rate,Sunday
TCP Saturday Hours,Penalty rate,Saturday
Sunday1,Penalty rate,Sunday
Ordinary Hours (Casual) - Mon - Sat,Penalty rate,Saturday
Casuals Saturday Hours,Penalty rate,Saturday
Ordinary Hours (Casual) - Sunday,Penalty rate,Sunday
18 year old Monday to Friday ,Base rate,Base rate
SOE Casual - Overtime x 1.5,Penalty rate,Penalty rate
Monthly to Fortnightly pay Adjustment,Base rate,Base rate
WorkCover VIC,Others,WorkCover
Travel Allowance Y1,Allowances,Allowances
Jury Service Leave,Leave,Leave
P152 Overtime Hours (+50%),Penalty rate,Penalty rate
Starter Bonus,Bonuses,Bonus
2X Weighbridge Operator Base Rate,Base rate,Base rate
Back Pay (FP),Others,Backpay
BL2 Casual RDO,Base rate,Base rate
"3 HK 7PM [WEEKDAY,!PH][1900-2400][][]",Base rate,Base rate
Casual - Clerical Award - Lvl 1 Yr 1,Base rate,Base rate
Allowance - Vehicle 2,Allowances,Allowances
Remote 1,Penalty rate,Penalty rate
"02 Weekday7pm-Mid [WEEKDAY,!PH][1900-0000][][]",Penalty rate,Penalty rate
Sat & Sun (Waitstaff Adult),Penalty rate,Saturday
Monthly Team Bonus,Bonuses,Bonus
Munasinghe- Overtime ,Penalty rate,Penalty rate
SOE Permanent Ordinary Hours,Base rate,Base rate
On Call Allowance - WeekEnds Fri - Sun,Allowances,Allowances
Z - Do Not Use SCHADS - Afternoon Shift,Unclassified,Unclassified
"1 Houseman-Base Rate [WEEKDAY,!PH][0700-1900][][]",Base rate,Base rate
Casual Nursing Ordinary Hours,Base rate,Base rate
"I/C on ""A"" shift allowance",Allowances,Allowances
"NA15% [WEEKDAY,!PH][1800-0400][TOUCHFULL][NA]",Base rate,Base rate
Section Supervisors Allowance,Allowances,Allowances
Casual - Overtime - Monday to Saturday - first 3 hours,Penalty rate,Penalty rate
Recruitment Bonus,Bonuses,Bonus
After Hours,Penalty rate,Penalty rate
0 OH - Bindery [WEEKDAY][ALLDAY][][],Base rate,Base rate
5 38 OT PrePress 1.5 [WEEKLY][38|24][][],Penalty rate,Penalty rate
0 OH - Sales [WEEKDAY][ALLDAY][][],Base rate,Base rate
"1 On Call [WEEKDAY,!SAT,!SUN,!PH][ALLDAY][][]",Base rate,Base rate
Public Holiday 60% (Pro Rata PT Employment),Penalty rate,Public Holiday
Casual Public Holidays,Penalty rate,Public Holiday
02-Birthday Leave Taken,Leave,Leave
DONOTUSE_Car Allowance - PSR's,Allowances,Allowances
Base extra @ $25.76,Penalty rate,Penalty rate
Schedule B Commission,Bonuses,Commission
Salary - Bus Serv Manager,Base rate,Base rate
Early Morning - M-F midnight to 6am,Penalty rate,Penalty rate
Full/Part Time Hourly - Saturday,Penalty rate,Saturday
Time and a Half,Penalty rate,Penalty rate
Salary (yearly),Penalty rate,Penalty rate
20 - employed under 6 months - Public Holiday ,Penalty rate,Public Holiday
Baths - Annualised Salary - Ordinary Hours,Base rate,Base rate
Casual - Ordinary Nurse,Base rate,Base rate
Trade Spend Allowance,Allowances,Allowances
LAFH - Time Travel Allowance,Allowances,Allowances
Work Compensation Pay,Others,WorkCover
Meat Retail Casual Rate 125%,Base rate,Base rate
Meat Retail Level 7,Base rate,Base rate
Meal Allowance 1.5hrs overtime,Penalty rate,Penalty rate
Ordinary Hours (Director),Base rate,Base rate
Overtime 1.5 (Labour Hire),Penalty rate,Penalty rate
Public Holiday (Kitchen & Runners 17),Penalty rate,Public Holiday
Public Holiday (Waitstaff 19),Penalty rate,Public Holiday
Ordinary Hours (Overhead),Base rate,Base rate
On-Call Payment,Penalty rate,Penalty rate
Annual Leave Leave Loading Cash Out,Leave,Leave
Personal Allowance,Allowances,Allowances
12 Public Holiday[PH][ALLDAY][][Project Work],Penalty rate,Public Holiday
Paid Parental Leave  (Govt),Leave,Leave
BackPay,Others,Backpay
"21 Oncall Base [WEEKEND, !PH][ALLDAY][][OC]",Penalty rate,Weekend
In Lieu of Notice - Direct,Base rate,Base rate
9 Administration (Senior) ,Base rate,Base rate
C001 Casual Hours (+25%),Base rate,Base rate
Public Holiday - Factory,Penalty rate,Public Holiday
Base Hourly - Design,Base rate,Base rate
Gross Wages - Marketing,Base rate,Base rate
Full/Part Time Hourly - Overtime M-F After 2 hours,Penalty rate,Penalty rate
Overtime Schedule B,Penalty rate,Penalty rate
BL4 Casual RDO,Base rate,Base rate
AAPG4 Sensei Public Holiday,Penalty rate,Public Holiday
Worker's comp (excess),Penalty rate,Penalty rate
Casual - Adult - Public Holiday,Penalty rate,Public Holiday
Parental Leave Govt,Leave,Leave
Base Hourly FK Non Billable Resources,Base rate,Base rate
Meal Allowance - Pre Press,Allowances,Allowances
Administration (Manager),Base rate,Base rate
Inn Rest - Public Holiday,Penalty rate,Public Holiday
Additional Hours x2,Penalty rate,Penalty rate
Overtime: after 40hrs per week,Penalty rate,Penalty rate
"20 Oncall Base [WEEKDAY, !PH][ALLDAY][][OC]",Penalty rate,Penalty rate
"02 Kitchen Att Gd1 - [WEEKDAY,!PH][1900-0000][][]",Penalty rate,Penalty rate
CAS SUN Level 2 (Adult),Penalty rate,Sunday
CAS M-F Level 1 (18),Base rate,Base rate
Car Allowance - Nil Tax,Allowances,Allowances
TCP 2IC Sunday Hours,Penalty rate,Sunday
Allowance - Public Holiday,Allowances,Allowances
Sat & Sun (Waitstaff 19),Penalty rate,Saturday
Public Holiday (Ordinary Earnings x 2.25),Penalty rate,Public Holiday
Sunday hours (Ordinary Earnings x 2),Penalty rate,Sunday
HIGA - (Not Automated) - CAS/PT - Catering Employees - Laundry Allowance,Allowances,Allowances
HIGA - (Not Automated) - Vehicle Allowance - Above ATO limit,Allowances,Allowances
HIGA - (Not Automated) - CAS/PT - Fork Lift Diver Allowance,Allowances,Allowances
HIGA - (Not Automated) - Meal Allowance,Allowances,Allowances
HIGA - (Not Automated) - Supervisor Allowance (6-10 Employees),Allowances,Allowances
HIGA - CAS - post-2017 - Sat,Penalty rate,Saturday
Overtime Hours (x1.5),Penalty rate,Penalty rate
Casual Negotiated Rate - Senior BOH,Penalty rate,Penalty rate
TOIL,Base rate,Base rate
Motor Vehicle Allowance Level 3,Allowances,Allowances
Tech Drawer Allowance,Allowances,Allowances
Casual - Adult Base,Base rate,Base rate
"09 [WEEKDAY,!PH][FROM1900-0700][][Project work] ",Base rate,Base rate
Paid Public/Jewish Holiday - Meah,Penalty rate,Public Holiday
Special Leave,Leave,Leave
BL2 Casual Ordinary Time,Base rate,Base rate
Secondment Allowance,Allowances,Allowances
Pay in lieu of notice given,Base rate,Base rate
Bonus - BDB,Bonuses,Bonus
Car Allowance Super,Allowances,Allowances
Motor Vehicle Allowance (No PAYG),Allowances,Allowances
Back Pay Directors (FP),Others,Backpay
Annual Leave (Final Pay Adjustment),Leave,Leave
CAS SAT Level 1 (19),Penalty rate,Saturday
CAS M-F Level 1 (19),Base rate,Base rate
Casual - Early work - Monday to Friday,Penalty rate,Penalty rate
00 RA2010 CAS - L3 - Adult F&B attnd G3 - M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
Toil F/T,Base rate,Base rate
Public Holiday Not worked,Leave,Leave
0 Ordinary time earnings (FT - Pastry),Base rate,Base rate
"0. SSC CAS ORD [WEEKDAY,!PH][ALLDAY][][]",Base rate,Base rate
1. SSC CAS WE [WEEKEND][ALLDAY][][],Penalty rate,Weekend
Alternate Base Rate,Base rate,Base rate
Back Pay Ordinary - Admin,Others,Backpay
Backpay - Ordinary Hours,Others,Backpay
Mileage inc PAYG & Exc. superannuation,Allowances,Travel
Adult Apprentice - Sunday,Penalty rate,Sunday
Leave Loading AL Cash Out,Leave,Leave
Reformer Pilates,Penalty rate,Evening/Night
WorkCover,Others,WorkCover
Serra - Overtime,Penalty rate,Penalty rate
Van Zyl - Overtime,Penalty rate,Penalty rate
Casual- Adult- Sunday,Penalty rate,Sunday
Ordinary Hours (Saturday),Penalty rate,Saturday
Global Response Overtime,Penalty rate,Penalty rate
Casual Rate $25 (Base $20 + Loading $5),Base rate,Base rate
Developer Level1,Base rate,Base rate
Permanent - Sat,Penalty rate,Saturday
Casual - Saturday Retail,Penalty rate,Saturday
"2 MC12.5[WEEKDAY,!PH][1300-1600][TOUCHFULL][MCAIN]",Base rate,Base rate
"2 ACA10% [WEEKDAY,!PH][0400-0559][TOUCHFULL][]",Base rate,Base rate
"zzz 5 ACA SAT [SAT,!PH][ALLDAY][][ACA]",Penalty rate,Saturday
Casual - Sunday (VIC081007),Penalty rate,Sunday
Workers Comp/WorkCover,Others,WorkCover
"4 NA SUN [SUN,!PH][ALLDAY][][NA]",Penalty rate,Sunday
"3 2017 FD - 7PM [WEEKDAY,!PH][1900-2400][][]",Base rate,Base rate
Reimbursements - Misc,Others,Reimbursement
Cashed out Annual Leave,Leave,Leave
Employee Bonus,Bonuses,Bonus
HIGA - CAS - post-2017 - M-F - Ordinary,Base rate,Base rate
Casual 19 years- Base,Base rate,Base rate
Bonus - On Call,Bonuses,Bonus
Specialised Rate - Dan Reid,Bonuses,Bonus
Casual Non-Nursing Weekend,Penalty rate,Weekend
P201 Ordinary Hours,Base rate,Base rate
Regular Staff Salary,Base rate,Base rate
Overtime (1.5x) - Drafting,Penalty rate,Penalty rate
Additional Shift,Penalty rate,Penalty rate
PGA Permanent Ordinary Hours,Base rate,Base rate
Permanent - Overtime - first 2 hours,Penalty rate,Penalty rate
Cook 457,Base rate,Base rate
Ordinary Hours Casuals (Sun),Base rate,Base rate
TA6  Casual Ordinary Time,Base rate,Base rate
AL2 Travel Allowance,Allowances,Allowances
Overtime Hours (exempt from super) - first 2 hours,Penalty rate,Penalty rate
Paid Parental Leave Backpay ,Leave,Leave
Ordinary Hours (Truck),Base rate,Base rate
Overtime Hours 1.5 (exempt from super),Penalty rate,Penalty rate
Saturday - G2,Penalty rate,Saturday
Conference Allowance 1,Allowances,Allowances
Bonus Pay,Bonuses,Bonus
Sunday Loading,Penalty rate,Sunday
(Do Not Use - Obsolete) - 7-10pm,Unclassified,Unclassified
Casual- Ordinary IE,Base rate,Base rate
Permanent- Oridnary Hours IE,Base rate,Base rate
Casual - Overtime (x2),Penalty rate,Penalty rate
Permanent - Early work - Monday to Friday,Penalty rate,Penalty rate
Backpay - Tax Division,Others,Backpay
Early Morning,Penalty rate,Penalty rate
"3 MC15% [WEEKDAY,!PH][1600-0000][TOUCHFULL][MCAIN]",Penalty rate,Penalty rate
Casual - Overtime - Monday to Saturday - after 3 hours,Penalty rate,Penalty rate
Work Cover Payment,Others,WorkCover
Casual Loading 2,Base rate,Base rate
Rigby - Overtime,Penalty rate,Penalty rate
Camping Allowance,Allowances,Allowances
Weighbridge Co-Ordinator Overtime Penalty Flat Rate,Penalty rate,Penalty rate
Casual - Higher Duties (Level 3),Allowances,Allowances
- Overtime + 50%,Penalty rate,Penalty rate
Apprentice Mature 3rd yr Site Allowance,Allowances,Allowances
1.5x Overtime Hours (exempt from super),Penalty rate,Penalty rate
Base (includes Minimum Variable Income Component),Base rate,Base rate
Bonus BI,Bonuses,Bonus
CAS M-F Level 2 (18),Base rate,Base rate
Time Card Bonus,Bonuses,Bonus
Overtime Hours - Time & Half (exempt from super),Penalty rate,Penalty rate
Operations Manager,Base rate,Base rate
Allowance - Mobile Phone (Customer Success,Allowances,Allowances
2.0 Overtime Hours ,Penalty rate,Penalty rate
Workcover Payments,Others,WorkCover
Kilometre Allowance*,Allowances,Allowances
Mobile Phone Allowance LVL 5&6,Allowances,Allowances
Domestic Accommodation,Allowances,Allowances
Car Allowance (tax free),Allowances,Allowances
"1 ACA Cas [WEEKDAY,!PH][ALLDAY][][ACA]",Base rate,Base rate
Unused Annual Leave paid- Acc,Leave,Leave
Casual - Sundays ,Penalty rate,Sunday
old - Sat,Penalty rate,Saturday
00 HIGA CAS - L2 - F&B Gd2 [WEEKDAY][ALLDAY][][],Base rate,Base rate
Sat & Sun (Waitstaff 18),Penalty rate,Saturday
Sat & Sun (July 2016),Penalty rate,Saturday
Casual - Overtime - after three hours (non-exhibition employees),Penalty rate,Penalty rate
Casual  Negotiated Rate - BOH,Penalty rate,Penalty rate
AAPG3 Admin Mon-Sat,Base rate,Base rate
Melbourne Overtime Hours (exempt from super),Penalty rate,Penalty rate
Base Hourly BS HR,Base rate,Base rate
Casual - Daily Rate,Base rate,Base rate
Permanent - Workcover - Super,Others,WorkCover
3 HD SAT [SAT][ALLDAY][TOUCHFULL][HDRN],Penalty rate,Saturday
Base Salary - Technical,Base rate,Base rate
25 Oncall Rate [PH][ALLDAY][1-1][OC],Penalty rate,Penalty rate
Training at ordinary rate,Base rate,Base rate
Paid Public/Jewish Holiday,Penalty rate,Public Holiday
1 Beginning Tutor (Year 1-12),Base rate,Base rate
3 Leading Tutor (Year 1-12),Base rate,Base rate
4 Assistant Manager,Base rate,Base rate
Private Tutoring,Base rate,Base rate
Casual Weekdays Before 10pm,Base rate,Base rate
Higher Duties - Week Day,Allowances,Allowances
Project Car Allowance,Allowances,Allowances
Unused Annual Leave on Termination - Lump Sum A,Leave,Leave
"Permanent - Work outside 6:30am to 6:30pm - ordinary time - not shiftwork, not country employees",Penalty rate,Penalty rate
1 Lvl 4 COOK G3 [WEEKDAY][ALLDAY][][],Base rate,Base rate
2 Lvl 1 F&B G1 [SAT][ALLDAY][][],Base rate,Base rate
3 Lvl 1 F&B G1 [SUN][ALLDAY][][],Base rate,Base rate
3 Lvl 4 COOK G3 [SUN][ALLDAY][][],Base rate,Base rate
Permanent - Mon-Sat (Thereafter),Penalty rate,Saturday
Overtime Non-charge Melb (unpaid) ,Penalty rate,Penalty rate
KIT Attendant Casual L1 NT,Base rate,Base rate
Ordinary Hours - FS,Base rate,Base rate
Permanent  Ordinary Hours,Base rate,Base rate
Travel A/Tax,Allowances,Travel
Permanent Salary,Base rate,Base rate
Base Hourly BS Sales/Admin,Base rate,Base rate
Daily Rate,Base rate,Base rate
"5 ACA SAT [SAT,!PH][ALLDAY][][ACA]",Penalty rate,Saturday
"3 NA Sat [SAT,!PH][ALLDAY][][NA]",Penalty rate,Saturday
Motor Vehicle Allowance - AT,Allowances,Allowances
Personal/Sick Leave Taken,Leave,Leave
Casual Ordinary Hours1,Base rate,Base rate
"Car Allowance (5,000 Pro-Rata)",Allowances,Allowances
Casual employee ,Base rate,Base rate
Home Independence Assistant (Do not use),Unclassified,Unclassified
Additional Hours - do not use,Unclassified,Unclassified
Adjusted Hours,Base rate,Base rate
"HD 15% [WEEKDAY,!PH][0000-0730][TOUCHFULL][HDRN]",Base rate,Base rate
Salary - Directors,Base rate,Base rate
Ordinary Hours - Intern,Base rate,Base rate
2 Lvl 2 F&B G2 [SAT][ALLDAY][][],Base rate,Base rate
Parental Leave - Govt Scheme,Leave,Leave
Motor Vehicle Allowance Taxable,Allowances,Allowances
Base Salary - Management & Admin,Base rate,Base rate
Incentive Payments - Management & Admin,Bonuses,Commission
QHS Casual - Sunday,Penalty rate,Sunday
Motor Vehicle Allowance Level 2,Allowances,Allowances
Casuals Sunday Hours,Penalty rate,Sunday
Level 3 - cook grade 2 SATURDAY ,Penalty rate,Saturday
Chairmans Club,Base rate,Base rate
Allowance subject to withholding exempt super,Allowances,Allowances
Billable Base Wage,Base rate,Base rate
22 Scheduler [DAILY][ALLDAY][][SCHEDULER],Base rate,Base rate
Sat/Sun (10pm - 12am),Penalty rate,Penalty rate
Public Holiday Electrical,Penalty rate,Public Holiday
P151 Ordinary Hours,Base rate,Base rate
AL1 Laundry Allowance,Allowances,Allowances
AKG Leave Taken,Leave,Leave
"01 Kitchen Att Gd1 - [WEEKDAY,!PH][0000-0700][][]",Base rate,Base rate
LAFHA - Rent,Allowances,Allowances
TA6 Site Allowance,Allowances,Allowances
6 HK -PH [PH][ALLDAY][][],Penalty rate,Public Holiday
General office admin,Base rate,Base rate
Casual - Overtime - first three hours (non-exhibition employees),Penalty rate,Penalty rate
1Casual Ordinary Hours,Base rate,Base rate
Office Based Staff - Mon - Fri,Base rate,Base rate
"1 2017 HK TL - BASE [WEEKDAY,!PH][0700-1900][][]",Base rate,Base rate
Mileage over 5000km,Penalty rate,Penalty rate
Casual - No break,Base rate,Base rate
Overtime After first 2 hrs,Penalty rate,Penalty rate
Overtime - First 2 Hrs,Penalty rate,Penalty rate
Permanent - Public holiday,Penalty rate,Public Holiday
SOE Permanent - Saturday before noon,Penalty rate,Saturday
Apprentice Mature 3rd yr Travel Reimbursement,Allowances,Travel
KLM Allowance ,Allowances,Allowances
Motor Vehicle Allowance for non-deductible travel,Allowances,Allowances
Weekend OT 2.0,Penalty rate,Weekend
Permanent - Saturday - between 1pm & 9pm - after 3 hours,Penalty rate,Saturday
Additional Pay > 5 days,Penalty rate,Penalty rate
Salary above award in lieu of entitlements,Base rate,Base rate
Commission - Marketing,Bonuses,Commission
Casual - Public holiday (exhibition employees),Penalty rate,Public Holiday
"Car Allowance (above 5,000km per annum)",Allowances,Allowances
Salary - Support Officers,Base rate,Base rate
Salary - Team Managers,Base rate,Base rate
Directors Fees (Salaried),Base rate,Base rate
Other Allowance,Allowances,Allowances
Shift Allowance - Supervisor,Allowances,Allowances
Casual Retail Sat,Base rate,Base rate
Full/Part Time Hourly - Public Holidays,Penalty rate,Public Holiday
Full/Part Time Hourly - Overtime M-F - First 2 hrs,Penalty rate,Penalty rate
Part Time - Level 4 - Hourly Rate,Base rate,Base rate
BL3 Casual Ordinary Time,Base rate,Base rate
"ACA15% [WEEKDAY,!PH][1600-1800][TOUCHFULL][ACA]",Base rate,Base rate
"MC12.5[WEEKDAY,!PH][1300-1600][TOUCHFULL][MCAIN]",Base rate,Base rate
"ACA10% [WEEKDAY,!PH][1000-1259][TOUCHFULL][ACA]",Base rate,Base rate
Permanent - Permanent Night Shift,Penalty rate,Evening/Night
Allowances - Phone & Internet - COS,Allowances,Allowances
Ordinary Hours - Digital Services,Base rate,Base rate
Ordinary Hours - OH WA,Base rate,Base rate
20 - employed under 6 months - Sunday,Penalty rate,Sunday
20 - employed under 6 months - Base,Base rate,Base rate
Plate Allowance - PrePress,Allowances,Allowances
Other Leave,Leave,Leave
Casual - Ordinary Social Support,Base rate,Base rate
Ordinary Hours - Registrars,Base rate,Base rate
Meat Retail Level 5 Junior 17 years 60%,Base rate,Base rate
Meat Retail Sunday pre 8am 200%,Penalty rate,Sunday
Admin Backpay,Others,Backpay
"5 2017 HK TL - SUN [SUN,!PH][ALLDAY][][]",Penalty rate,Sunday
Public Holiday (Kitchen & Runners 16),Penalty rate,Public Holiday
Ordinary Hours (Variable COS),Base rate,Base rate
Negotiated Rate - Sarah Joseph,Base rate,Base rate
Ordinary Hours - Casual,Base rate,Base rate
0 OH - Admin [WEEKDAY][ALLDAY][][],Base rate,Base rate
Bonus - HR,Bonuses,Bonus
In-Charge on 'A' shift allowance,Allowances,Allowances
Base Salary - Support,Base rate,Base rate
Retainer Payment (Hrs),Base rate,Base rate
Base Salary - Factory,Base rate,Base rate
Ordinary Hours (Crane/Rigging),Base rate,Base rate
Apprentice Mature 3rd yr Ordinary Time,Base rate,Base rate
Wages - Admin/Finance,Base rate,Base rate
Travel Allowance (cents/km),Allowances,Allowances
Rennhackkamp - Overtime,Penalty rate,Penalty rate
Casual - Early Morning Shift,Penalty rate,Penalty rate
Overtime x 1.75,Penalty rate,Penalty rate
HD SAT [SAT][ALLDAY][TOUCHFULL][HDRN],Penalty rate,Saturday
Permanent - Overtime (x 1.5),Penalty rate,Penalty rate
COOK CAS L2 3 [SATURDAY][ALLDAY][][Kitchen],Penalty rate,Saturday
Telephone Allowance - Marketing,Allowances,Allowances
Inn Rest - Weekend,Penalty rate,Weekend
Brown - Overtime,Penalty rate,Penalty rate
Dreyer - Overtime,Penalty rate,Penalty rate
"1 NA 12.5%[WEEKDAY,!PH][1200-1800][TOUCHFULL][NA]",Base rate,Base rate
06 Sick Leave[Sick/Personal/Carers][NOC],Leave,Leave
Backpay - August 12 - September 21 Payrun,Others,Backpay
CAS M-F Level 2 (19),Base rate,Base rate
CAS SAT Level 2 (19),Penalty rate,Saturday
Permanent - Ordinary Hours Administration,Base rate,Base rate
Unused Annual Leave on Termination - Indirect,Leave,Leave
Extra hours,Penalty rate,Penalty rate
HIGA - (Not Automated) - Airport Catering - Travel Allowance,Allowances,Allowances
HIGA - (Not Automated) - Supervisor Allowance (20+ Employees),Allowances,Allowances
Ordinary Hours (Level 2),Base rate,Base rate
Commission on sales,Bonuses,Commission
CAS M-F Level 1 (Adult),Base rate,Base rate
Back Pay - Sunday,Penalty rate,Sunday
Back Pay - Casual Ordinary Hours,Others,Backpay
05 Annual Leave (Vacation) [NOC]],Leave,Leave
(MC)Compassionate Leave Taken,Leave,Leave
17 Boardroom Waiter 7am,Base rate,Base rate
Supervisor - Metal Department,Base rate,Base rate
Decorator Sunday,Penalty rate,Sunday
Salary Sacrifice Entertainment Balance,Allowances,Allowances
Quarterly Bonus %,Bonuses,Bonus
CAS SUN Level 1 (19),Penalty rate,Sunday
Casual - Overtime - Sunday/after 2 hours,Penalty rate,Penalty rate
"02 F&B Gd3 - [WEEKDAY,!PH][1900-0000][][]",Penalty rate,Penalty rate
Base Hourly FT,Base rate,Base rate
Car allowance AT no SG,Allowances,Allowances
Base Hourly - Afternoon,Base rate,Base rate
Back Pay - Casual - Night shift - 12 hour roster,Penalty rate,Evening/Night
O/T 2.0,Penalty rate,Penalty rate
Adult 1st Year Apprentice - Ordinary Hours,Base rate,Base rate
Full/Part Time Hourly - Sunday,Penalty rate,Sunday
Car Allowance NT,Allowances,Allowances
Base Hourly p/h,Penalty rate,Public Holiday
04-Bonus,Bonuses,Bonus
App - Travel Allowance per km,Allowances,Allowances
Ordinary Hours - Product & Engineering,Base rate,Base rate
Base Hourly - Casual ,Base rate,Base rate
Casual - Sunday Retail,Penalty rate,Sunday
"1 2017 FD Base Rate [WEEKDAY,!PH][0700-1900][][]",Base rate,Base rate
Annual Leave (Adjustment),Leave,Leave
HIGA - CAS - post-2017 - Sun,Penalty rate,Sunday
HIGA - (Not Automated) - Motel Employees - Laundry Allowance,Allowances,Allowances
Casual - Overtime 1.5,Penalty rate,Penalty rate
TCP Sunday Hours,Penalty rate,Sunday
Permanent - Overtime - Sunday/after 2 hours,Penalty rate,Penalty rate
4 Lvl 2 F&B G2 [PH][ALLDAY][][],Base rate,Base rate
Sue Perm Public Holiday,Penalty rate,Public Holiday
Laundry Allowance (FT),Allowances,Allowances
17 Snr Supervisor 7am,Base rate,Base rate
Senior Admin,Base rate,Base rate
Leave In Lieu,Base rate,Base rate
G1 Penalty 7pm-Midnight M-F,Penalty rate,Penalty rate
Sunday - G1,Penalty rate,Sunday
G Intro  7pm-Midnight M-F,Penalty rate,Evening/Night
Ordinary (Sales Dept),Base rate,Base rate
Casual - Level 1 - Hourly Rate,Base rate,Base rate
Base extra @ $26.61,Penalty rate,Penalty rate
Vehicle Allowance (Sales),Allowances,Allowances
Casual 19 - Sunday,Penalty rate,Sunday
Casual 19 - Base,Base rate,Base rate
FFIA - (Not Automated) - Cold work allowance,Allowances,Allowances
FFIA - (Not Automated) - District Allowance - Broken Hill,Allowances,Allowances
SOE Permanent - Overtime x 2,Penalty rate,Penalty rate
Parent Leave Pay,Leave,Leave
CAS M-F 24.50,Base rate,Base rate
CAS M-F Level 1 (17),Base rate,Base rate
CAS SUN Level 1 (16U),Penalty rate,Sunday
Casual Adult [WEEKDAY][ALLDAY][][HEADROAST] ,Base rate,Base rate
14 - COOK 1 [SAT][ALLDAY][][KITCHEN],Base rate,Base rate
Head Chef Bonus,Bonuses,Bonus
07 - KA 1 [WEEKDAY][0700-2200][][KITCHEN],Base rate,Base rate
Permanent - Overtime 2x,Penalty rate,Penalty rate
Permanent - Overtime 1.5x,Penalty rate,Penalty rate
Casual Hours (Level 1),Base rate,Base rate
Ordinary Hours - Operations,Base rate,Base rate
Backpay Wealth - Ordinary Earnings,Others,Backpay
"2 2017 HK - MID [WEEKDAY,!PH][0000-0200][][]",Base rate,Base rate
"3 2017 HK - 7PM [WEEKDAY,!PH][1900-2400][][]",Base rate,Base rate
back pay,Others,Backpay
Casual AFT Shift incl 10% Loading,Base rate,Base rate
HIGA - CAS - post-2017 - M-F - 12am-7am,Penalty rate,Penalty rate
MMC Casual - Sunday,Penalty rate,Sunday
Annual Leave on Termination,Leave,Leave
Base extra @ $24.41,Penalty rate,Penalty rate
Directors' Salaries,Base rate,Base rate
Additional Wages,Penalty rate,Penalty rate
Public Holiday - Casuals,Penalty rate,Public Holiday
Ordinary Hours (Administration),Base rate,Base rate
Home Independence Assistant (Sunday),Penalty rate,Sunday
Allowance - MV Reimbursement,Allowances,Allowances
Additional Hours x 1,Penalty rate,Penalty rate
Overnight Allowance - Camp,Allowances,Allowances
Ordinary Hours - Manager,Base rate,Base rate
*Uniform Allowance,Allowances,Allowances
MAN BP1 CAS Kitchen Adult M-F,Base rate,Base rate
Vehicle Allowances,Allowances,Allowances
CAS SUN Level 1 (18),Penalty rate,Sunday
Ordinary Earnings - Admin,Base rate,Base rate
Ordinary Earnings - Engineering,Base rate,Base rate
Base Hourly - FOH,Base rate,Base rate
Back Pay - BOH,Others,Backpay
Pharmacist Saturday,Penalty rate,Saturday
Vechicle Allowance,Allowances,Allowances
Kilometres Allowances,Allowances,Allowances
1.5 Overtime Hours ,Penalty rate,Penalty rate
Overtime (3x),Penalty rate,Penalty rate
Extra Shift,Penalty rate,Penalty rate
02-Leave Without Pay,Leave,Leave
Short Term Incentive (SGC),Bonuses,Commission
Other Hours,Penalty rate,Penalty rate
Aspley RCPN Level 4 Adult,Base rate,Base rate
Gumdale LTS Level 3 Adult,Base rate,Base rate
Gumdale LTS Level 2 18yrs,Base rate,Base rate
Aspley RCPN Level 2 Adult,Base rate,Base rate
Gumdale LTS Level 2 Adult,Base rate,Base rate
Aspley LTS Level 2 Adult,Base rate,Base rate
Gumdale LTS Level 4 Adult,Base rate,Base rate
North Lakes Manager,Base rate,Base rate
Paddington RCPN Level 2 Adult,Base rate,Base rate
Aspley RCPN Weekend,Penalty rate,Weekend
Paddington LTS Level 4 Adult,Base rate,Base rate
Gumdale RCPN Level 4 Adult,Base rate,Base rate
North Lakes RCPN Level 2 Adult,Base rate,Base rate
Aspley Cleaning Level 2 19 years,Base rate,Base rate
Paddington LTS Level 6 Weekend (31.55),Penalty rate,Weekend
Aspley LTS Level 3 Adult,Base rate,Base rate
